query_id,doc_id,page_idx,page_type,query_zh,query_en,query_source,anchor_heading,ocr_text_clean_len,page_score
auto_00243,fr3_product_manual,118,fact,哪一页介绍了“Safety configuration /Watchman”相关内容？,Which page discusses 'Safety configuration /Watchman'?,fact_heading,Safety configuration /Watchman,2769,16.0
auto_00244,fr3_product_manual,121,semantic,哪一页介绍了安全说明相关内容？,Which page describes safety related information?,semantic_keyword,Safety configuration /Watchman,2323,17.799999999999997
auto_00245,fr3_product_manual,121,semantic,这页主要讲的是哪方面的安全说明内容？,What safety topic is mainly explained on this page?,semantic_topic,Safety configuration /Watchman,2323,17.799999999999997
auto_00246,fr3_product_manual,122,semantic,哪一页介绍了安全说明相关内容？,Which page describes safety related information?,semantic_keyword,Safety configuration / Watchman,2075,17.119999999999997
auto_00247,fr3_product_manual,122,semantic,这页主要讲的是哪方面的安全说明内容？,What safety topic is mainly explained on this page?,semantic_topic,Safety configuration / Watchman,2075,17.119999999999997
auto_00248,fr3_product_manual,125,fact,这页中关于力矩的参数是什么？,What specification about torque is given on this page?,fact_keyword,Generating forces,1787,15.76
auto_00249,fr3_product_manual,125,fact,哪一页提到了力矩相关参数？,Which page mentions torque related specifications?,fact_page_lookup,Generating forces,1787,15.76
auto_00250,fr3_product_manual,125,fact,哪一页介绍了“Generating forces”相关内容？,Which page discusses 'Generating forces'?,fact_heading,Generating forces,1787,15.76
auto_00251,fr3_product_manual,130,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,13.3.2 Execution,1664,16.56
auto_00252,fr3_product_manual,130,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,13.3.2 Execution,1664,16.56
auto_00253,fr3_product_manual,130,fact,哪一页介绍了“13.3.2 Execution”相关内容？,Which page discusses '13.3.2 Execution'?,fact_heading,13.3.2 Execution,1664,16.56
auto_00254,fr3_product_manual,131,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,Dangerous and uncontrolled motions of the Arm,1569,16.48
auto_00255,fr3_product_manual,131,layout,哪一页展示了“Dangerous and uncontrolled motions of th”的图示页面？,Which page visually presents 'Dangerous and uncontrolled motions of th'?,layout_heading,Dangerous and uncontrolled motions of the Arm,1569,16.48
auto_00256,fr3_product_manual,138,semantic,哪一页介绍了操作说明相关内容？,Which page describes operation related information?,semantic_keyword,EN-English,1320,16.0
auto_00257,fr3_product_manual,138,semantic,这页主要讲的是哪方面的操作说明内容？,What operation topic is mainly explained on this page?,semantic_topic,EN-English,1320,16.0
auto_00258,fr3_product_manual,139,generic,哪一页讨论了“Quick Navigation”？,Which page discusses 'Quick Navigation'?,generic_heading,Quick Navigation,2168,16.48
auto_00259,fr3_product_manual,139,generic,哪一页包含这一主题的说明内容？,Which page contains information about this topic?,generic_topic,Quick Navigation,2168,16.48
auto_00260,fr3_product_manual,141,semantic,哪一页介绍了安全说明相关内容？,Which page describes safety related information?,semantic_keyword,https://robot.franka.de/watchman in the browser.,1774,17.2
auto_00261,fr3_product_manual,141,semantic,这页主要讲的是哪方面的安全说明内容？,What safety topic is mainly explained on this page?,semantic_topic,https://robot.franka.de/watchman in the browser.,1774,17.2
auto_00262,fr3_product_manual,143,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,13.6.1 Apps,1830,16.8
auto_00263,fr3_product_manual,143,layout,哪一页展示了“13.6.1 Apps”的图示页面？,Which page visually presents '13.6.1 Apps'?,layout_heading,13.6.1 Apps,1830,16.8
auto_00264,fr3_product_manual,146,fact,这页中关于最大工作半径的参数是什么？,What specification about reach is given on this page?,fact_keyword,PICK,1316,17.56
auto_00265,fr3_product_manual,146,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,PICK,1316,17.56
auto_00266,fr3_product_manual,146,fact,哪一页包含参数值 0 mm？,Which page contains the specification value 0 mm?,fact_number_unit,PICK,1316,17.56
auto_00267,fr3_product_manual,150,fact,这页中关于最大工作半径的参数是什么？,What specification about reach is given on this page?,fact_keyword,13.6.9 Guiding,912,16.36
auto_00268,fr3_product_manual,150,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,13.6.9 Guiding,912,16.36
auto_00269,fr3_product_manual,150,fact,哪一页包含参数值 2.5 m？,Which page contains the specification value 2.5 m?,fact_number_unit,13.6.9 Guiding,912,16.36
auto_00270,fr3_product_manual,151,generic,哪一页讨论了“13.6.10”？,Which page discusses '13.6.10'?,generic_heading,13.6.10,1595,16.4
auto_00271,fr3_product_manual,151,generic,哪一页包含这一主题的说明内容？,Which page contains information about this topic?,generic_topic,13.6.10,1595,16.4
auto_00272,fr3_product_manual,153,layout,哪一页包含结构/原理示意图？,Which page contains the schematic diagram?,layout_schematic,13.7 Franka Control Interface (FCl),1757,16.24
auto_00273,fr3_product_manual,153,layout,哪一页展示了“13.7 Franka Control Interface (FCl)”的图示页面？,Which page visually presents '13.7 Franka Control Interface (FCl)'?,layout_heading,13.7 Franka Control Interface (FCl),1757,16.24
auto_00274,fr3_product_manual,157,semantic,哪一页介绍了安全说明相关内容？,Which page describes safety related information?,semantic_keyword,13.8 Troubleshooting,2649,16.8
auto_00275,fr3_product_manual,157,semantic,这页主要讲的是哪方面的安全说明内容？,What safety topic is mainly explained on this page?,semantic_topic,13.8 Troubleshooting,2649,16.8
auto_00276,fr3_product_manual,162,semantic,哪一页介绍了安装说明相关内容？,Which page describes installation related information?,semantic_keyword,"complete. Confirm the recovery by clicking ""CONFiRM"".",2561,17.119999999999997
auto_00277,fr3_product_manual,162,semantic,这页主要讲的是哪方面的安装说明内容？,What installation topic is mainly explained on this page?,semantic_topic,"complete. Confirm the recovery by clicking ""CONFiRM"".",2561,17.119999999999997
auto_00278,fr3_product_manual,168,fact,这页中关于最大工作半径的参数是什么？,What specification about reach is given on this page?,fact_keyword,MANAGING FRANKA RESEARCH 3,1712,17.599999999999998
auto_00279,fr3_product_manual,168,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,MANAGING FRANKA RESEARCH 3,1712,17.599999999999998
auto_00280,fr3_product_manual,168,fact,哪一页介绍了“MANAGING FRANKA RESEARCH 3”相关内容？,Which page discusses 'MANAGING FRANKA RESEARCH 3'?,fact_heading,MANAGING FRANKA RESEARCH 3,1712,17.599999999999998
auto_00281,fr3_product_manual,170,semantic,哪一页介绍了组成部件相关内容？,Which page describes components related information?,semantic_keyword,MAINTENANCEANDDISPOSAL,2153,17.2
auto_00282,fr3_product_manual,170,semantic,这页主要讲的是哪方面的组成部件内容？,What components topic is mainly explained on this page?,semantic_topic,MAINTENANCEANDDISPOSAL,2153,17.2
auto_00283,fr3_product_manual,172,fact,这页中关于最大工作半径的参数是什么？,What specification about reach is given on this page?,fact_keyword,SERVICE AND SUPPORT,2170,16.96
auto_00284,fr3_product_manual,172,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,SERVICE AND SUPPORT,2170,16.96
auto_00285,fr3_product_manual,172,fact,哪一页介绍了“SERVICE AND SUPPORT”相关内容？,Which page discusses 'SERVICE AND SUPPORT'?,fact_heading,SERVICE AND SUPPORT,2170,16.96
auto_00286,fr3_product_manual,173,generic,哪一页讨论了“SERVICE AND SUPPORT”？,Which page discusses 'SERVICE AND SUPPORT'?,generic_heading,SERVICE AND SUPPORT,1655,17.39
auto_00287,fr3_product_manual,173,generic,哪一页包含这一主题的说明内容？,Which page contains information about this topic?,generic_topic,SERVICE AND SUPPORT,1655,17.39
auto_00288,fr3_product_manual,178,semantic,哪一页介绍了安装说明相关内容？,Which page describes installation related information?,semantic_keyword,SERVICE AND SUPPORT,2601,16.88
auto_00289,fr3_product_manual,178,semantic,这页主要讲的是哪方面的安装说明内容？,What installation topic is mainly explained on this page?,semantic_topic,SERVICE AND SUPPORT,2601,16.88
auto_00290,fr3_product_manual,196,fact,这页中关于额定负载的参数是什么？,What specification about payload is given on this page?,fact_keyword,17.4 Response times,1073,19.16
auto_00291,fr3_product_manual,196,fact,哪一页提到了额定负载相关参数？,Which page mentions payload related specifications?,fact_page_lookup,17.4 Response times,1073,19.16
auto_00292,fr3_product_manual,196,fact,哪一页包含参数值 42 ms？,Which page contains the specification value 42 ms?,fact_number_unit,17.4 Response times,1073,19.16
auto_00293,fr3_product_manual,197,semantic,哪一页介绍了安全说明相关内容？,Which page describes safety related information?,semantic_keyword,GLOSSARY,2369,18.06
auto_00294,fr3_product_manual,197,semantic,这页主要讲的是哪方面的安全说明内容？,What safety topic is mainly explained on this page?,semantic_topic,GLOSSARY,2369,18.06
auto_00295,fr3_product_manual,199,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,GLOSSARY,3271,15.78
auto_00296,fr3_product_manual,199,layout,哪一页展示了“GLOSSARY”的图示页面？,Which page visually presents 'GLOSSARY'?,layout_heading,GLOSSARY,3271,15.78
auto_00297,fr3_product_manual,203,fact,这页中关于接口的参数是什么？,What specification about interface is given on this page?,fact_keyword,INDEX,1534,15.7
auto_00298,fr3_product_manual,203,fact,哪一页提到了接口相关参数？,Which page mentions interface related specifications?,fact_page_lookup,INDEX,1534,15.7
auto_00299,fr3_product_manual,203,fact,哪一页介绍了“INDEX”相关内容？,Which page discusses 'INDEX'?,fact_heading,INDEX,1534,15.7
auto_00300,fr3_product_manual,205,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,TABLE OF FIGURES,2828,16.5
auto_00301,fr3_product_manual,205,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,TABLE OF FIGURES,2828,16.5
auto_00302,fr3_product_manual,205,layout,哪一页展示了“TABLE OF FIGURES”的图示页面？,Which page visually presents 'TABLE OF FIGURES'?,layout_heading,TABLE OF FIGURES,2828,16.5
auto_00303,fr3_product_manual,206,fact,这页中关于最大工作半径的参数是什么？,What specification about reach is given on this page?,fact_keyword,TABLE OF FIGURES,2990,17.599999999999998
auto_00304,fr3_product_manual,206,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,TABLE OF FIGURES,2990,17.599999999999998
auto_00305,fr3_product_manual,206,fact,哪一页介绍了“TABLE OF FIGURES”相关内容？,Which page discusses 'TABLE OF FIGURES'?,fact_heading,TABLE OF FIGURES,2990,17.599999999999998
auto_00306,intel_realsense_d400_datasheet,2,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,Description and Features,1735,15.7
auto_00307,intel_realsense_d400_datasheet,2,layout,哪一页展示了“Description and Features”的图示页面？,Which page visually presents 'Description and Features'?,layout_heading,Description and Features,1735,15.7
auto_00308,intel_realsense_d400_datasheet,3,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,(intel),1724,17.2
auto_00309,intel_realsense_d400_datasheet,3,layout,哪一页展示了“(intel)”的图示页面？,Which page visually presents '(intel)'?,layout_heading,(intel),1724,17.2
auto_00310,intel_realsense_d400_datasheet,5,layout,哪一页展示了“(intel)”的图示页面？,Which page visually presents '(intel)'?,layout_heading,(intel),2958,17.2
auto_00311,intel_realsense_d400_datasheet,6,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,Description and Features,2833,19.0
auto_00312,intel_realsense_d400_datasheet,6,layout,哪一页包含结构/原理示意图？,Which page contains the schematic diagram?,layout_schematic,Description and Features,2833,19.0
auto_00313,intel_realsense_d400_datasheet,6,layout,哪一页展示了“Description and Features”的图示页面？,Which page visually presents 'Description and Features'?,layout_heading,Description and Features,2833,19.0
auto_00314,intel_realsense_d400_datasheet,7,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,(intel),2519,17.2
auto_00315,intel_realsense_d400_datasheet,7,layout,哪一页包含结构/原理示意图？,Which page contains the schematic diagram?,layout_schematic,(intel),2519,17.2
auto_00316,intel_realsense_d400_datasheet,7,layout,哪一页展示了“(intel)”的图示页面？,Which page visually presents '(intel)'?,layout_heading,(intel),2519,17.2
auto_00317,intel_realsense_d400_datasheet,8,semantic,哪一页介绍了module相关内容？,Which page describes module related information?,semantic_keyword,Description and Features,801,16.799999999999997
auto_00318,intel_realsense_d400_datasheet,8,semantic,这页主要讲的是哪方面的module内容？,What module topic is mainly explained on this page?,semantic_topic,Description and Features,801,16.799999999999997
auto_00319,intel_realsense_d400_datasheet,9,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,(intel),716,19.2
auto_00320,intel_realsense_d400_datasheet,9,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,(intel),716,19.2
auto_00321,intel_realsense_d400_datasheet,9,fact,哪一页介绍了“(intel)”相关内容？,Which page discusses '(intel)'?,fact_heading,(intel),716,19.2
auto_00322,intel_realsense_d400_datasheet,10,fact,这页中关于自由度的参数是什么？,What specification about degrees of freedom is given on this page?,fact_keyword,Description and Features,2075,19.52
auto_00323,intel_realsense_d400_datasheet,10,fact,哪一页提到了自由度相关参数？,Which page mentions degrees of freedom related specifications?,fact_page_lookup,Description and Features,2075,19.52
auto_00324,intel_realsense_d400_datasheet,10,fact,哪一页包含参数值 0.3m？,Which page contains the specification value 0.3m?,fact_number_unit,Description and Features,2075,19.52
auto_00325,intel_realsense_d400_datasheet,11,fact,这页中关于自由度的参数是什么？,What specification about degrees of freedom is given on this page?,fact_keyword,Introduction,2096,15.92
auto_00326,intel_realsense_d400_datasheet,11,fact,哪一页提到了自由度相关参数？,Which page mentions degrees of freedom related specifications?,fact_page_lookup,Introduction,2096,15.92
auto_00327,intel_realsense_d400_datasheet,11,fact,哪一页介绍了“Introduction”相关内容？,Which page discusses 'Introduction'?,fact_heading,Introduction,2096,15.92
auto_00328,intel_realsense_d400_datasheet,12,fact,这页中关于接口的参数是什么？,What specification about interface is given on this page?,fact_keyword,Introduction,2508,17.04
auto_00329,intel_realsense_d400_datasheet,12,fact,哪一页提到了接口相关参数？,Which page mentions interface related specifications?,fact_page_lookup,Introduction,2508,17.04
auto_00330,intel_realsense_d400_datasheet,12,fact,哪一页包含参数值 20 mm？,Which page contains the specification value 20 mm?,fact_number_unit,Introduction,2508,17.04
auto_00331,intel_realsense_d400_datasheet,17,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,Vision Processor D4 Camera System Components,1577,17.799999999999997
auto_00332,intel_realsense_d400_datasheet,17,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,Vision Processor D4 Camera System Components,1577,17.799999999999997
auto_00333,intel_realsense_d400_datasheet,17,fact,哪一页包含参数值 28nm？,Which page contains the specification value 28nm?,fact_number_unit,Vision Processor D4 Camera System Components,1577,17.799999999999997
auto_00334,intel_realsense_d400_datasheet,18,generic,哪一页讨论了“5 MIPI camera ports with each MIPI lane ”？,Which page discusses '5 MIPI camera ports with each MIPI lane '?,generic_heading,5 MIPI camera ports with each MIPI lane capable of handling data transfers of up,1184,15.16
auto_00335,intel_realsense_d400_datasheet,18,generic,哪一页包含这一主题的说明内容？,Which page contains information about this topic?,generic_topic,5 MIPI camera ports with each MIPI lane capable of handling data transfers of up,1184,15.16
auto_00336,intel_realsense_d400_datasheet,22,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,(intel,975,15.76
auto_00337,intel_realsense_d400_datasheet,22,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,(intel,975,15.76
auto_00338,intel_realsense_d400_datasheet,22,fact,哪一页包含参数值 0.9V？,Which page contains the specification value 0.9V?,fact_number_unit,(intel,975,15.76
auto_00339,intel_realsense_d400_datasheet,23,semantic,哪一页介绍了overview相关内容？,Which page describes overview related information?,semantic_keyword,(intel) REALENSE,943,16.15
auto_00340,intel_realsense_d400_datasheet,23,semantic,这页主要讲的是哪方面的overview内容？,What overview topic is mainly explained on this page?,semantic_topic,(intel) REALENSE,943,16.15
auto_00341,intel_realsense_d400_datasheet,29,generic,哪一页讨论了“3.3.4”？,Which page discusses '3.3.4'?,generic_heading,3.3.4,902,19.65
auto_00342,intel_realsense_d400_datasheet,29,generic,哪一页包含这一主题的说明内容？,Which page contains information about this topic?,generic_topic,3.3.4,902,19.65
auto_00343,intel_realsense_d400_datasheet,31,fact,这页中关于力/力矩的参数是什么？,What specification about force is given on this page?,fact_keyword,Temperature (Short,1694,17.119999999999997
auto_00344,intel_realsense_d400_datasheet,31,fact,哪一页提到了力/力矩相关参数？,Which page mentions force related specifications?,fact_page_lookup,Temperature (Short,1694,17.119999999999997
auto_00345,intel_realsense_d400_datasheet,31,fact,哪一页介绍了“Temperature (Short”相关内容？,Which page discusses 'Temperature (Short'?,fact_heading,Temperature (Short,1694,17.119999999999997
auto_00346,intel_realsense_d400_datasheet,32,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,Other Components,829,18.000000000000004
auto_00347,intel_realsense_d400_datasheet,32,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,Other Components,829,18.000000000000004
auto_00348,intel_realsense_d400_datasheet,32,fact,哪一页包含参数值 55mm？,Which page contains the specification value 55mm?,fact_number_unit,Other Components,829,18.000000000000004
auto_00349,intel_realsense_d400_datasheet,33,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,Module,1240,20.35
auto_00350,intel_realsense_d400_datasheet,33,layout,哪一页展示了“Module”的图示页面？,Which page visually presents 'Module'?,layout_heading,Module,1240,20.35
auto_00351,intel_realsense_d400_datasheet,34,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,Camera Sensor Properties,1283,17.5
auto_00352,intel_realsense_d400_datasheet,34,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,Camera Sensor Properties,1283,17.5
auto_00353,intel_realsense_d400_datasheet,34,fact,哪一页包含参数值 1.93mm？,Which page contains the specification value 1.93mm?,fact_number_unit,Camera Sensor Properties,1283,17.5
auto_00354,intel_realsense_d400_datasheet,35,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,Properties,1115,15.7
auto_00355,intel_realsense_d400_datasheet,35,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,Properties,1115,15.7
auto_00356,intel_realsense_d400_datasheet,35,fact,哪一页包含参数值 4.25W？,Which page contains the specification value 4.25W?,fact_number_unit,Properties,1115,15.7
auto_00357,intel_realsense_d400_datasheet,36,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,3.6.4,1033,16.8
auto_00358,intel_realsense_d400_datasheet,36,layout,哪一页展示了“3.6.4”的图示页面？,Which page visually presents '3.6.4'?,layout_heading,3.6.4,1033,16.8
auto_00359,intel_realsense_d400_datasheet,37,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,(intel,1657,17.36
auto_00360,intel_realsense_d400_datasheet,37,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,(intel,1657,17.36
auto_00361,intel_realsense_d400_datasheet,37,fact,哪一页介绍了“(intel”相关内容？,Which page discusses '(intel'?,fact_heading,(intel,1657,17.36
auto_00362,intel_realsense_d400_datasheet,39,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,Table 3-26. Intel® RealSense Depth Module D430 Mechanical Dimensions,993,19.0
auto_00363,intel_realsense_d400_datasheet,39,layout,哪一页展示了“Table 3-26. Intel® RealSense Depth Modul”的图示页面？,Which page visually presents 'Table 3-26. Intel® RealSense Depth Modul'?,layout_heading,Table 3-26. Intel® RealSense Depth Module D430 Mechanical Dimensions,993,19.0
auto_00364,intel_realsense_d400_datasheet,40,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,Intel® RealSense Vision Processor D4 Board,1123,16.64
auto_00365,intel_realsense_d400_datasheet,40,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,Intel® RealSense Vision Processor D4 Board,1123,16.64
auto_00366,intel_realsense_d400_datasheet,40,fact,哪一页介绍了“Intel® RealSense Vision Processor D4 Boa”相关内容？,Which page discusses 'Intel® RealSense Vision Processor D4 Boa'?,fact_heading,Intel® RealSense Vision Processor D4 Board,1123,16.64
auto_00367,intel_realsense_d400_datasheet,41,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,3.7.1,942,17.799999999999997
auto_00368,intel_realsense_d400_datasheet,41,layout,哪一页展示了“3.7.1”的图示页面？,Which page visually presents '3.7.1'?,layout_heading,3.7.1,942,17.799999999999997
auto_00369,intel_realsense_d400_datasheet,46,layout,哪一页展示了“(0) +44 (0) 1444 461620”的图示页面？,Which page visually presents '(0) +44 (0) 1444 461620'?,layout_heading,(0) +44 (0) 1444 461620,1189,18.4
auto_00370,intel_realsense_d400_datasheet,47,generic,哪一页讨论了“Figure 3-12. USB Type-C Receptacle Pin M”？,Which page discusses 'Figure 3-12. USB Type-C Receptacle Pin M'?,generic_heading,Figure 3-12. USB Type-C Receptacle Pin Map,904,15.079999999999998
auto_00371,intel_realsense_d400_datasheet,47,generic,哪一页包含这一主题的说明内容？,Which page contains information about this topic?,generic_topic,Figure 3-12. USB Type-C Receptacle Pin Map,904,15.079999999999998
auto_00372,intel_realsense_d400_datasheet,48,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,(intel REALSENSE,1547,19.36
auto_00373,intel_realsense_d400_datasheet,48,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,(intel REALSENSE,1547,19.36
auto_00374,intel_realsense_d400_datasheet,48,fact,哪一页包含参数值 1M？,Which page contains the specification value 1M?,fact_number_unit,(intel REALSENSE,1547,19.36
auto_00375,intel_realsense_d400_datasheet,50,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,Figure 3-14. Intel® RealSense Depth Camera D435/D435i,795,17.200000000000003
auto_00376,intel_realsense_d400_datasheet,50,layout,哪一页展示了“Figure 3-14. Intel® RealSense Depth Came”的图示页面？,Which page visually presents 'Figure 3-14. Intel® RealSense Depth Came'?,layout_heading,Figure 3-14. Intel® RealSense Depth Camera D435/D435i,795,17.200000000000003
auto_00377,intel_realsense_d400_datasheet,59,fact,哪一页介绍了“Minimum-Z Depth”相关内容？,Which page discusses 'Minimum-Z Depth'?,fact_heading,Minimum-Z Depth,1226,15.44
auto_00378,intel_realsense_d400_datasheet,67,fact,这页中关于自由度的参数是什么？,What specification about degrees of freedom is given on this page?,fact_keyword,Control,809,17.84
auto_00379,intel_realsense_d400_datasheet,67,fact,哪一页提到了自由度相关参数？,Which page mentions degrees of freedom related specifications?,fact_page_lookup,Control,809,17.84
auto_00380,intel_realsense_d400_datasheet,67,fact,哪一页包含参数值 4g？,Which page contains the specification value 4g?,fact_number_unit,Control,809,17.84
auto_00381,intel_realsense_d400_datasheet,70,layout,哪一页展示了“The small size of the stereo depth modul”的图示页面？,Which page visually presents 'The small size of the stereo depth modul'?,layout_heading,The small size of the stereo depth module and the separate placement of Vision,1372,16.48
auto_00382,intel_realsense_d400_datasheet,71,semantic,哪一页介绍了组成部件相关内容？,Which page describes components related information?,semantic_keyword,Figure 7-2. Intel® RealSense Vision Processor D4 Board,795,15.04
auto_00383,intel_realsense_d400_datasheet,71,semantic,这页主要讲的是哪方面的组成部件内容？,What components topic is mainly explained on this page?,semantic_topic,Figure 7-2. Intel® RealSense Vision Processor D4 Board,795,15.04
auto_00384,intel_realsense_d400_datasheet,72,semantic,哪一页介绍了组成部件相关内容？,Which page describes components related information?,semantic_keyword,1. Pre-program SPI flash chip with firmware before assembly on to motherboard,1301,18.12
auto_00385,intel_realsense_d400_datasheet,72,semantic,这页主要讲的是哪方面的组成部件内容？,What components topic is mainly explained on this page?,semantic_topic,1. Pre-program SPI flash chip with firmware before assembly on to motherboard,1301,18.12
auto_00386,intel_realsense_d400_datasheet,73,layout,哪一页展示了“Vision Processor D4 Board for Integrated”的图示页面？,Which page visually presents 'Vision Processor D4 Board for Integrated'?,layout_heading,Vision Processor D4 Board for Integrated,1090,18.4
auto_00387,intel_realsense_d400_datasheet,75,semantic,哪一页介绍了module相关内容？,Which page describes module related information?,semantic_keyword,7.4.4,1012,18.4
auto_00388,intel_realsense_d400_datasheet,75,semantic,这页主要讲的是哪方面的module内容？,What module topic is mainly explained on this page?,semantic_topic,7.4.4,1012,18.4
auto_00389,intel_realsense_d400_datasheet,76,fact,这页中关于传感器的参数是什么？,What specification about sensor is given on this page?,fact_keyword,Table 7-7. Vision Processor D4 Board - Component Power and TDP at Max Operating,885,17.2
auto_00390,intel_realsense_d400_datasheet,76,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,Table 7-7. Vision Processor D4 Board - Component Power and TDP at Max Operating,885,17.2
auto_00391,intel_realsense_d400_datasheet,76,fact,哪一页介绍了“Table 7-7. Vision Processor D4 Board - C”相关内容？,Which page discusses 'Table 7-7. Vision Processor D4 Board - C'?,fact_heading,Table 7-7. Vision Processor D4 Board - Component Power and TDP at Max Operating,885,17.2
auto_00392,intel_realsense_d400_datasheet,77,fact,这页中关于力矩的参数是什么？,What specification about torque is given on this page?,fact_keyword,the thermocouple test location is any point on bottom metal stiffener,1610,16.4
auto_00393,intel_realsense_d400_datasheet,77,fact,哪一页提到了力矩相关参数？,Which page mentions torque related specifications?,fact_page_lookup,the thermocouple test location is any point on bottom metal stiffener,1610,16.4
auto_00394,intel_realsense_d400_datasheet,77,fact,哪一页介绍了“the thermocouple test location is any po”相关内容？,Which page discusses 'the thermocouple test location is any po'?,fact_heading,the thermocouple test location is any point on bottom metal stiffener,1610,16.4
auto_00395,intel_realsense_d400_datasheet,80,semantic,哪一页介绍了组成部件相关内容？,Which page describes components related information?,semantic_keyword,7.7.3,2169,18.28
auto_00396,intel_realsense_d400_datasheet,80,semantic,这页主要讲的是哪方面的组成部件内容？,What components topic is mainly explained on this page?,semantic_topic,7.7.3,2169,18.28
auto_00397,intel_realsense_d400_datasheet,81,fact,这页中关于最大工作半径的参数是什么？,What specification about reach is given on this page?,fact_keyword,should be used.,1999,18.0
auto_00398,intel_realsense_d400_datasheet,81,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,should be used.,1999,18.0
auto_00399,intel_realsense_d400_datasheet,81,fact,哪一页包含参数值 850nm？,Which page contains the specification value 850nm?,fact_number_unit,should be used.,1999,18.0
auto_00400,intel_realsense_d400_datasheet,84,layout,哪一页展示了“Figure 7-16. Firmware Recovery Sequence”的图示页面？,Which page visually presents 'Figure 7-16. Firmware Recovery Sequence'?,layout_heading,Figure 7-16. Firmware Recovery Sequence,1150,16.919999999999998
auto_00401,intel_realsense_d400_datasheet,91,semantic,哪一页介绍了module相关内容？,Which page describes module related information?,semantic_keyword,Platform Design Guidelines,1700,15.05
auto_00402,intel_realsense_d400_datasheet,91,semantic,这页主要讲的是哪方面的module内容？,What module topic is mainly explained on this page?,semantic_topic,Platform Design Guidelines,1700,15.05
auto_00403,intel_realsense_d400_datasheet,93,fact,这页中关于接口的参数是什么？,What specification about interface is given on this page?,fact_keyword,Platform Design Guidelines,1992,17.96
auto_00404,intel_realsense_d400_datasheet,93,fact,哪一页提到了接口相关参数？,Which page mentions interface related specifications?,fact_page_lookup,Platform Design Guidelines,1992,17.96
