query_id,query_en,query_zh,query_type,pos_doc_id,pos_page_idx,neg_doc_id,neg_page_idx,neg_source,neg_score
auto_00453,Which page describes module related information?,哪一页介绍了module相关内容？,semantic,kinova_gen3_user_guide,27,kinova_gen3_user_guide,4,vision_hard,9.375
auto_00454,What module topic is mainly explained on this page?,这页主要讲的是哪方面的module内容？,semantic,kinova_gen3_user_guide,27,kinova_gen3_user_guide,75,vision_hard,10.375
auto_00455,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,28,intel_realsense_d400_datasheet,35,vision_hard,14.0
auto_00456,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,28,kinova_gen3_user_guide,2,vision_hard,11.25
auto_00457,Which page discusses 'vision module (if present) and any conne'?,哪一页介绍了“vision module (if present) and any conne”相关内容？,fact,kinova_gen3_user_guide,28,kinova_gen3_user_guide,27,vision_hard,16.375
auto_00460,Which page contains the specification value 30 cm?,哪一页包含参数值 30 cm？,fact,kinova_gen3_user_guide,29,intel_realsense_d400_datasheet,25,vision_hard,10.75
auto_00458,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,29,intel_realsense_d400_datasheet,35,vision_hard,14.0
auto_00459,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,29,kinova_gen3_user_guide,2,vision_hard,11.25
auto_00461,Which page describes module related information?,哪一页介绍了module相关内容？,semantic,kinova_gen3_user_guide,30,kinova_gen3_user_guide,4,vision_hard,9.3125
auto_00462,What module topic is mainly explained on this page?,这页主要讲的是哪方面的module内容？,semantic,kinova_gen3_user_guide,30,kinova_gen3_user_guide,75,vision_hard,10.3125
auto_00463,Which page contains the 7 DoF dimensions figure?,哪一页包含 7 自由度相关尺寸图？,layout,kinova_gen3_user_guide,31,kinova_gen3_user_guide,206,vision_hard,13.5625
auto_00464,Which page visually presents 'addresses:'?,哪一页展示了“addresses:”的图示页面？,layout,kinova_gen3_user_guide,31,kinova_gen3_user_guide,159,vision_hard,9.375
auto_00467,Which page contains the specification value 5 mm?,哪一页包含参数值 5 mm？,fact,kinova_gen3_user_guide,34,robotiq_hande_manual,116,vision_hard,11.5
auto_00465,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,34,kinova_gen3_user_guide,128,vision_hard,12.875
auto_00466,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,34,robotiq_2f_manual,4,vision_hard,10.3125
auto_00468,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,kinova_gen3_user_guide,35,ur5e_user_manual,100,vision_hard,14.0625
auto_00470,Which page discusses 'Before you begin'?,哪一页介绍了“Before you begin”相关内容？,fact,kinova_gen3_user_guide,35,kinova_gen3_user_guide,63,vision_hard,12.125
auto_00471,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,kinova_gen3_user_guide,37,ur5e_user_manual,100,vision_hard,14.0625
auto_00473,Which page discusses 'Mounting the robot on a horizontal surfa'?,哪一页介绍了“Mounting the robot on a horizontal surfa”相关内容？,fact,kinova_gen3_user_guide,37,kinova_gen3_user_guide,40,vision_hard,17.5
auto_00475,Which page describes safety related information?,哪一页介绍了安全说明相关内容？,semantic,kinova_gen3_user_guide,43,ur5e_user_manual,28,vision_hard,12.0625
auto_00476,What safety topic is mainly explained on this page?,这页主要讲的是哪方面的安全说明内容？,semantic,kinova_gen3_user_guide,43,robotiq_2f_manual,15,vision_hard,12.5
auto_00479,Which page describes status related information?,哪一页介绍了状态说明相关内容？,semantic,kinova_gen3_user_guide,46,robotiq_hande_manual,44,vision_hard,9.125
auto_00480,What status topic is mainly explained on this page?,这页主要讲的是哪方面的状态说明内容？,semantic,kinova_gen3_user_guide,46,fr3_operating_manual,105,vision_hard,9.1875
auto_00481,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,47,ur5e_user_manual,16,vision_hard,13.25
auto_00482,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,47,robotiq_2f_manual,4,vision_hard,8.875
auto_00483,Which page discusses 'Connecting an Xbox gamepad to the robot'?,哪一页介绍了“Connecting an Xbox gamepad to the robot”相关内容？,fact,kinova_gen3_user_guide,47,kinova_gen3_user_guide,32,vision_hard,16.75
auto_00484,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,54,ur5e_user_manual,16,vision_hard,13.25
auto_00485,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,54,robotiq_2f_manual,4,vision_hard,8.875
auto_00486,Which page discusses 'Table 16: Joint - general controls plus:'?,哪一页介绍了“Table 16: Joint - general controls plus:”相关内容？,fact,kinova_gen3_user_guide,54,kinova_gen3_user_guide,53,vision_hard,16.75
auto_00487,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,55,kinova_gen3_user_guide,128,vision_hard,12.875
auto_00488,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,55,robotiq_2f_manual,4,vision_hard,10.3125
auto_00489,Which page discusses 'Previous control mapping'?,哪一页介绍了“Previous control mapping”相关内容？,fact,kinova_gen3_user_guide,55,kinova_gen3_user_guide,56,vision_hard,14.0
auto_00490,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,56,ur5e_user_manual,16,vision_hard,13.3125
auto_00491,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,56,robotiq_2f_manual,4,vision_hard,8.875
auto_00492,Which page discusses 'Previous control mapping'?,哪一页介绍了“Previous control mapping”相关内容？,fact,kinova_gen3_user_guide,56,kinova_gen3_user_guide,55,vision_hard,13.875
auto_00493,What specification about degrees of freedom is given on this page?,这页中关于自由度的参数是什么？,fact,kinova_gen3_user_guide,57,fr3_product_manual,49,vision_hard,15.5
auto_00494,Which page mentions degrees of freedom related specifications?,哪一页提到了自由度相关参数？,fact,kinova_gen3_user_guide,57,fr3_product_manual,49,vision_hard,11.75
auto_00495,Which page discusses 'The two interface module buttons each of'?,哪一页介绍了“The two interface module buttons each of”相关内容？,fact,kinova_gen3_user_guide,57,kinova_gen3_user_guide,26,vision_hard,15.3125
auto_00498,Which page contains the specification value 2Nm?,哪一页包含参数值 2Nm？,fact,kinova_gen3_user_guide,61,robotiq_hande_manual,122,vision_hard,12.6875
auto_00496,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,61,kinova_gen3_user_guide,128,vision_hard,12.875
auto_00497,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,61,robotiq_2f_manual,4,vision_hard,10.3125
auto_00499,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,66,robotiq_2f_manual,104,vision_hard,11.0625
auto_00500,Which page contains the schematic diagram?,哪一页包含结构/原理示意图？,layout,kinova_gen3_user_guide,66,kinova_gen3_user_guide,67,vision_hard,12.0625
auto_00501,Which page contains the 7 DoF dimensions figure?,哪一页包含 7 自由度相关尺寸图？,layout,kinova_gen3_user_guide,66,kinova_gen3_user_guide,206,vision_hard,13.5625
auto_00502,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,67,robotiq_2f_manual,104,vision_hard,11.0625
auto_00503,Which page contains the schematic diagram?,哪一页包含结构/原理示意图？,layout,kinova_gen3_user_guide,67,kinova_gen3_user_guide,66,vision_hard,12.0
auto_00504,Which page visually presents 'Length (mm)'?,哪一页展示了“Length (mm)”的图示页面？,layout,kinova_gen3_user_guide,67,kinova_gen3_user_guide,66,vision_hard,12.375
auto_00505,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,68,robotiq_2f_manual,104,vision_hard,11.0625
auto_00506,Which page visually presents 'Figure 32: 6 DoF spherical wrist frames '?,哪一页展示了“Figure 32: 6 DoF spherical wrist frames ”的图示页面？,layout,kinova_gen3_user_guide,68,kinova_gen3_user_guide,66,vision_hard,17.625
auto_00509,Which page contains the specification value 60Hz?,哪一页包含参数值 60Hz？,fact,kinova_gen3_user_guide,69,fr3_product_manual,76,vision_hard,12.6875
auto_00507,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,kinova_gen3_user_guide,69,ur5e_user_manual,100,vision_hard,14.0625
auto_00512,Which page contains the specification value 100 Mbps?,哪一页包含参数值 100 Mbps？,fact,kinova_gen3_user_guide,70,ur5e_user_manual,62,vision_hard,12.5625
auto_00510,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,70,intel_realsense_d400_datasheet,35,vision_hard,14.0
auto_00511,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,70,kinova_gen3_user_guide,2,vision_hard,11.25
auto_00515,Which page contains the specification value 30 cm?,哪一页包含参数值 30 cm？,fact,kinova_gen3_user_guide,71,intel_realsense_d400_datasheet,25,vision_hard,10.75
auto_00513,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,71,kinova_gen3_user_guide,128,vision_hard,12.9375
auto_00514,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,71,robotiq_2f_manual,4,vision_hard,10.3125
auto_00516,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,kinova_gen3_user_guide,72,ur5e_user_manual,42,vision_hard,11.375
auto_00517,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,72,robotiq_2f_manual,104,vision_hard,11.0
auto_00518,Which page contains the 7 DoF dimensions figure?,哪一页包含 7 自由度相关尺寸图？,layout,kinova_gen3_user_guide,72,kinova_gen3_user_guide,206,vision_hard,13.5625
auto_00519,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,kinova_gen3_user_guide,76,ur5e_user_manual,100,vision_hard,14.0625
auto_00521,Which page discusses 'to avoid hindering the effectiveness of '?,哪一页介绍了“to avoid hindering the effectiveness of ”相关内容？,fact,kinova_gen3_user_guide,76,ur5e_user_manual,61,vision_hard,11.1875
auto_00522,Which page describes module related information?,哪一页介绍了module相关内容？,semantic,kinova_gen3_user_guide,77,kinova_gen3_user_guide,4,vision_hard,9.375
auto_00523,What module topic is mainly explained on this page?,这页主要讲的是哪方面的module内容？,semantic,kinova_gen3_user_guide,77,kinova_gen3_user_guide,75,vision_hard,10.375
auto_00526,Which page contains the specification value 3 mm?,哪一页包含参数值 3 mm？,fact,kinova_gen3_user_guide,79,intel_realsense_d400_datasheet,51,vision_hard,11.375
auto_00524,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,kinova_gen3_user_guide,79,ur5e_user_manual,100,vision_hard,14.0625
auto_00525,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,kinova_gen3_user_guide,79,robotiq_2f_manual,4,vision_hard,10.5625
auto_00527,Which page describes installation related information?,哪一页介绍了安装说明相关内容？,semantic,kinova_gen3_user_guide,80,robotiq_hande_manual,2,vision_hard,12.5
auto_00528,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,kinova_gen3_user_guide,80,robotiq_hande_manual,2,vision_hard,11.875
auto_00529,Which page describes module related information?,哪一页介绍了module相关内容？,semantic,kinova_gen3_user_guide,81,kinova_gen3_user_guide,4,vision_hard,9.375
auto_00530,What module topic is mainly explained on this page?,这页主要讲的是哪方面的module内容？,semantic,kinova_gen3_user_guide,81,kinova_gen3_user_guide,75,vision_hard,10.375
auto_00531,Which page describes operation related information?,哪一页介绍了操作说明相关内容？,semantic,kinova_gen3_user_guide,82,fr3_product_manual,3,vision_hard,9.8125
auto_00532,What operation topic is mainly explained on this page?,这页主要讲的是哪方面的操作说明内容？,semantic,kinova_gen3_user_guide,82,fr3_product_manual,107,vision_hard,9.5625
auto_00533,Which page describes safety related information?,哪一页介绍了安全说明相关内容？,semantic,kinova_gen3_user_guide,84,ur5e_user_manual,28,vision_hard,12.0625
auto_00534,What safety topic is mainly explained on this page?,这页主要讲的是哪方面的安全说明内容？,semantic,kinova_gen3_user_guide,84,robotiq_2f_manual,15,vision_hard,12.5
auto_00535,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,85,robotiq_2f_manual,104,vision_hard,11.0625
auto_00536,Which page visually presents 'Setting'?,哪一页展示了“Setting”的图示页面？,layout,kinova_gen3_user_guide,85,fr3_operating_manual,98,vision_hard,9.75
auto_00539,Which page contains the specification value 24V?,哪一页包含参数值 24V？,fact,kinova_gen3_user_guide,86,ur5e_user_manual,68,vision_hard,13.4375
auto_00537,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,86,intel_realsense_d400_datasheet,35,vision_hard,14.0625
auto_00538,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,86,kinova_gen3_user_guide,2,vision_hard,11.25
auto_00540,Which page describes module related information?,哪一页介绍了module相关内容？,semantic,kinova_gen3_user_guide,87,kinova_gen3_user_guide,4,vision_hard,9.3125
auto_00541,What module topic is mainly explained on this page?,这页主要讲的是哪方面的module内容？,semantic,kinova_gen3_user_guide,87,kinova_gen3_user_guide,75,vision_hard,10.3125
auto_00544,Which page contains the specification value 24V?,哪一页包含参数值 24V？,fact,kinova_gen3_user_guide,88,ur5e_user_manual,68,vision_hard,13.4375
auto_00542,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,88,intel_realsense_d400_datasheet,35,vision_hard,14.0625
auto_00543,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,88,kinova_gen3_user_guide,2,vision_hard,11.25
auto_00545,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,89,intel_realsense_d400_datasheet,35,vision_hard,14.0625
auto_00546,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,89,kinova_gen3_user_guide,2,vision_hard,11.25
auto_00547,Which page discusses '• depth'?,哪一页介绍了“• depth”相关内容？,fact,kinova_gen3_user_guide,89,intel_realsense_d400_datasheet,11,vision_hard,11.75
auto_00548,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,90,ur5e_user_manual,16,vision_hard,13.3125
auto_00549,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,90,robotiq_2f_manual,4,vision_hard,8.875
auto_00550,Which page discusses 'Concepts and terminology'?,哪一页介绍了“Concepts and terminology”相关内容？,fact,kinova_gen3_user_guide,90,kinova_gen3_user_guide,2,vision_hard,13.5625
auto_00551,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,91,robotiq_2f_manual,104,vision_hard,11.0
auto_00552,Which page contains the 7 DoF dimensions figure?,哪一页包含 7 自由度相关尺寸图？,layout,kinova_gen3_user_guide,91,kinova_gen3_user_guide,206,vision_hard,13.5625
auto_00553,Which page visually presents 'Cartesian space'?,哪一页展示了“Cartesian space”的图示页面？,layout,kinova_gen3_user_guide,91,fr3_product_manual,197,vision_hard,13.75
auto_00554,What specification about degrees of freedom is given on this page?,这页中关于自由度的参数是什么？,fact,kinova_gen3_user_guide,94,fr3_product_manual,49,vision_hard,15.5
auto_00555,Which page mentions degrees of freedom related specifications?,哪一页提到了自由度相关参数？,fact,kinova_gen3_user_guide,94,fr3_product_manual,49,vision_hard,11.8125
auto_00556,Which page discusses 'Protection zone'?,哪一页介绍了“Protection zone”相关内容？,fact,kinova_gen3_user_guide,94,kinova_gen3_user_guide,168,vision_hard,13.0
auto_00559,Which page contains the specification value 1 ms?,哪一页包含参数值 1 ms？,fact,kinova_gen3_user_guide,99,ur5e_user_manual,76,vision_hard,11.6875
auto_00557,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,99,kinova_gen3_user_guide,128,vision_hard,12.9375
auto_00558,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,99,robotiq_2f_manual,4,vision_hard,10.3125
auto_00560,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,100,kinova_gen3_user_guide,128,vision_hard,12.9375
auto_00561,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,100,robotiq_2f_manual,4,vision_hard,10.3125
auto_00562,Which page discusses 'Method'?,哪一页介绍了“Method”相关内容？,fact,kinova_gen3_user_guide,100,fr3_product_manual,101,vision_hard,8.0625
auto_00563,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,101,robotiq_2f_manual,104,vision_hard,11.0625
auto_00564,Which page visually presents 'Protection zones'?,哪一页展示了“Protection zones”的图示页面？,layout,kinova_gen3_user_guide,101,kinova_gen3_user_guide,168,vision_hard,13.5
auto_00565,What specification about dof is given on this page?,这页中关于自由度的参数是什么？,fact,kinova_gen3_user_guide,102,kinova_gen3_user_guide,91,vision_hard,13.875
auto_00566,Which page mentions dof related specifications?,哪一页提到了自由度相关参数？,fact,kinova_gen3_user_guide,102,kinova_gen3_user_guide,66,vision_hard,9.375
auto_00567,Which page discusses 'confi gurable.'?,哪一页介绍了“confi gurable.”相关内容？,fact,kinova_gen3_user_guide,102,ur5e_user_manual,67,vision_hard,13.625
auto_00568,What specification about dof is given on this page?,这页中关于自由度的参数是什么？,fact,kinova_gen3_user_guide,103,kinova_gen3_user_guide,91,vision_hard,13.875
auto_00569,Which page mentions dof related specifications?,哪一页提到了自由度相关参数？,fact,kinova_gen3_user_guide,103,kinova_gen3_user_guide,66,vision_hard,9.375
auto_00570,Which page discusses 'Table 41: Joint speed limits (admittance'?,哪一页介绍了“Table 41: Joint speed limits (admittance”相关内容？,fact,kinova_gen3_user_guide,103,kinova_gen3_user_guide,104,vision_hard,18.375
auto_00571,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,104,ur5e_user_manual,16,vision_hard,13.3125
auto_00572,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,104,robotiq_2f_manual,4,vision_hard,8.9375
auto_00573,Which page discusses 'Table 47: joint speed limits (admittance'?,哪一页介绍了“Table 47: joint speed limits (admittance”相关内容？,fact,kinova_gen3_user_guide,104,kinova_gen3_user_guide,103,vision_hard,18.5
auto_00576,Which page contains the specification value 0.5 m?,哪一页包含参数值 0.5 m？,fact,kinova_gen3_user_guide,105,robotiq_2f_manual,115,vision_hard,12.375
auto_00574,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,105,ur5e_user_manual,16,vision_hard,13.3125
auto_00575,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,105,robotiq_2f_manual,4,vision_hard,8.9375
auto_00577,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,107,ur5e_user_manual,16,vision_hard,13.3125
auto_00578,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,107,robotiq_2f_manual,4,vision_hard,8.9375
auto_00579,Which page discusses 'Trajectory control modes'?,哪一页介绍了“Trajectory control modes”相关内容？,fact,kinova_gen3_user_guide,107,kinova_gen3_user_guide,108,vision_hard,14.1875
auto_00580,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,kinova_gen3_user_guide,109,ur5e_user_manual,42,vision_hard,11.375
auto_00581,Which page visually presents 'individually or together.'?,哪一页展示了“individually or together.”的图示页面？,layout,kinova_gen3_user_guide,109,ur5e_user_manual,133,vision_hard,9.75
auto_00584,Which page contains the specification value 1 ms?,哪一页包含参数值 1 ms？,fact,kinova_gen3_user_guide,110,ur5e_user_manual,76,vision_hard,11.6875
auto_00582,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,110,ur5e_user_manual,16,vision_hard,13.3125
auto_00583,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,110,robotiq_2f_manual,4,vision_hard,8.875
auto_00585,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,111,kinova_gen3_user_guide,128,vision_hard,12.9375
auto_00586,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,111,robotiq_2f_manual,4,vision_hard,10.3125
auto_00587,Which page discusses '• Joint position'?,哪一页介绍了“• Joint position”相关内容？,fact,kinova_gen3_user_guide,111,ur5e_user_manual,133,vision_hard,11.375
auto_00588,Which page describes components related information?,哪一页介绍了组成部件相关内容？,semantic,kinova_gen3_user_guide,114,robotiq_2f_manual,2,vision_hard,10.5
auto_00589,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,kinova_gen3_user_guide,114,kinova_gen3_user_guide,75,vision_hard,10.9375
auto_00590,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,115,ur5e_user_manual,16,vision_hard,13.3125
auto_00591,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,115,robotiq_2f_manual,4,vision_hard,8.9375
auto_00592,Which page discusses 'flags'?,哪一页介绍了“flags”相关内容？,fact,kinova_gen3_user_guide,115,kinova_gen3_user_guide,114,vision_hard,8.4375
auto_00593,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,120,kinova_gen3_user_guide,128,vision_hard,12.9375
auto_00594,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,120,robotiq_2f_manual,4,vision_hard,10.3125
auto_00595,Which page discusses 'Confi gurable item'?,哪一页介绍了“Confi gurable item”相关内容？,fact,kinova_gen3_user_guide,120,kinova_gen3_user_guide,146,vision_hard,12.0
auto_00596,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,122,intel_realsense_d400_datasheet,35,vision_hard,14.0
auto_00597,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,122,kinova_gen3_user_guide,2,vision_hard,11.3125
auto_00598,Which page discusses 'Confi gurable item'?,哪一页介绍了“Confi gurable item”相关内容？,fact,kinova_gen3_user_guide,122,kinova_gen3_user_guide,146,vision_hard,12.0
auto_00599,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,124,intel_realsense_d400_datasheet,35,vision_hard,14.0
auto_00600,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,124,kinova_gen3_user_guide,2,vision_hard,11.3125
auto_00601,Which page discusses 'Confi gurable item'?,哪一页介绍了“Confi gurable item”相关内容？,fact,kinova_gen3_user_guide,124,kinova_gen3_user_guide,146,vision_hard,12.0
auto_00602,Which page describes safety related information?,哪一页介绍了安全说明相关内容？,semantic,kinova_gen3_user_guide,125,ur5e_user_manual,28,vision_hard,12.0625
auto_00603,What safety topic is mainly explained on this page?,这页主要讲的是哪方面的安全说明内容？,semantic,kinova_gen3_user_guide,125,robotiq_2f_manual,15,vision_hard,12.5
auto_00604,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,126,intel_realsense_d400_datasheet,35,vision_hard,14.0
auto_00605,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,126,kinova_gen3_user_guide,2,vision_hard,11.25
auto_00606,Which page discusses 'lower'?,哪一页介绍了“lower”相关内容？,fact,kinova_gen3_user_guide,126,kinova_gen3_user_guide,97,vision_hard,8.5
auto_00607,Which page describes safety related information?,哪一页介绍了安全说明相关内容？,semantic,kinova_gen3_user_guide,127,ur5e_user_manual,28,vision_hard,12.0625
auto_00608,What safety topic is mainly explained on this page?,这页主要讲的是哪方面的安全说明内容？,semantic,kinova_gen3_user_guide,127,robotiq_2f_manual,15,vision_hard,12.5
auto_00611,Which page contains the specification value 0.0A?,哪一页包含参数值 0.0A？,fact,kinova_gen3_user_guide,128,kinova_gen3_user_guide,125,vision_hard,10.875
auto_00609,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,128,ur5e_user_manual,36,vision_hard,12.75
auto_00610,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,128,robotiq_2f_manual,4,vision_hard,10.3125
auto_00612,Which page describes safety related information?,哪一页介绍了安全说明相关内容？,semantic,kinova_gen3_user_guide,129,ur5e_user_manual,28,vision_hard,12.0625
auto_00613,What safety topic is mainly explained on this page?,这页主要讲的是哪方面的安全说明内容？,semantic,kinova_gen3_user_guide,129,robotiq_2f_manual,15,vision_hard,12.5
auto_00614,Which page describes overview related information?,哪一页介绍了overview相关内容？,semantic,kinova_gen3_user_guide,131,kinova_gen3_user_guide,175,vision_hard,11.0
auto_00615,What overview topic is mainly explained on this page?,这页主要讲的是哪方面的overview内容？,semantic,kinova_gen3_user_guide,131,ur5e_user_manual,25,vision_hard,11.625
auto_00616,Which page mentions the emergency stop entry?,哪一页提到了紧急停止相关条目？,navigation,kinova_gen3_user_guide,138,ur5e_user_manual,183,vision_hard,13.0625
auto_00617,Which page contains navigation information about 'the mode / state:'?,哪一页包含“the mode / state:”这类导航信息？,navigation,kinova_gen3_user_guide,138,fr3_operating_manual,23,vision_hard,11.8125
auto_00620,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,141,ur5e_user_manual,16,vision_hard,13.25
auto_00621,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,141,robotiq_2f_manual,4,vision_hard,8.9375
auto_00622,Which page discusses '•Tool - linear and angular in tool refer'?,哪一页介绍了“•Tool - linear and angular in tool refer”相关内容？,fact,kinova_gen3_user_guide,141,kinova_gen3_user_guide,51,vision_hard,14.6875
auto_00623,What specification about dof is given on this page?,这页中关于自由度的参数是什么？,fact,kinova_gen3_user_guide,144,kinova_gen3_user_guide,91,vision_hard,13.875
auto_00624,Which page mentions dof related specifications?,哪一页提到了自由度相关参数？,fact,kinova_gen3_user_guide,144,kinova_gen3_user_guide,66,vision_hard,9.375
auto_00625,Which page discusses 'Admittance modes panel'?,哪一页介绍了“Admittance modes panel”相关内容？,fact,kinova_gen3_user_guide,144,kinova_gen3_user_guide,109,vision_hard,13.0625
auto_00626,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,kinova_gen3_user_guide,146,ur5e_user_manual,100,vision_hard,14.0625
auto_00627,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,kinova_gen3_user_guide,146,robotiq_2f_manual,4,vision_hard,10.5625
auto_00628,Which page discusses 'Robot'?,哪一页介绍了“Robot”相关内容？,fact,kinova_gen3_user_guide,146,kinova_gen3_user_guide,136,vision_hard,10.75
auto_00629,Which page describes safety related information?,哪一页介绍了安全说明相关内容？,semantic,kinova_gen3_user_guide,151,ur5e_user_manual,28,vision_hard,12.0625
auto_00630,What safety topic is mainly explained on this page?,这页主要讲的是哪方面的安全说明内容？,semantic,kinova_gen3_user_guide,151,robotiq_2f_manual,15,vision_hard,12.5
