sample_id,query_id,query_en,query_zh,query_type,pos_doc_id,pos_page_idx,pos_image_path,neg_doc_id,neg_page_idx,neg_image_path,neg_source
auto_00209_bm25,auto_00209,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,82,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0082.png,kinova_gen3_user_guide,152,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0152.png,bm25_hard
auto_00209_adjacent_prev,auto_00209,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,82,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0082.png,fr3_product_manual,81,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0081.png,adjacent_prev
auto_00209_same_doc_far,auto_00209,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,82,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0082.png,fr3_product_manual,208,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0208.png,same_doc_far
auto_00210_bm25,auto_00210,Which page visually presents 'Fig. 10.27: Design of the workspace'?,哪一页展示了“Fig. 10.27: Design of the workspace”的图示页面？,layout,fr3_product_manual,82,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0082.png,fr3_product_manual,81,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0081.png,bm25_hard
auto_00210_same_doc_far,auto_00210,Which page visually presents 'Fig. 10.27: Design of the workspace'?,哪一页展示了“Fig. 10.27: Design of the workspace”的图示页面？,layout,fr3_product_manual,82,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0082.png,fr3_product_manual,208,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0208.png,same_doc_far
auto_00211_bm25,auto_00211,Which page mentions the emergency stop entry?,哪一页提到了紧急停止相关条目？,navigation,fr3_product_manual,83,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0083.png,ur5e_user_manual,202,/users/xyk/robotdoc-rag/data/pages/ur5e_user_manual/page_0202.png,bm25_hard
auto_00211_adjacent_prev,auto_00211,Which page mentions the emergency stop entry?,哪一页提到了紧急停止相关条目？,navigation,fr3_product_manual,83,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0083.png,fr3_product_manual,82,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0082.png,adjacent_prev
auto_00211_same_doc_far,auto_00211,Which page mentions the emergency stop entry?,哪一页提到了紧急停止相关条目？,navigation,fr3_product_manual,83,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0083.png,fr3_product_manual,208,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0208.png,same_doc_far
auto_00212_bm25,auto_00212,Which page contains navigation information about 'Greatest possible distance to the Arm'?,哪一页包含“Greatest possible distance to the Arm”这类导航信息？,navigation,fr3_product_manual,83,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0083.png,kinova_gen3_user_guide,63,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0063.png,bm25_hard
auto_00212_adjacent_prev,auto_00212,Which page contains navigation information about 'Greatest possible distance to the Arm'?,哪一页包含“Greatest possible distance to the Arm”这类导航信息？,navigation,fr3_product_manual,83,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0083.png,fr3_product_manual,82,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0082.png,adjacent_prev
auto_00212_same_doc_far,auto_00212,Which page contains navigation information about 'Greatest possible distance to the Arm'?,哪一页包含“Greatest possible distance to the Arm”这类导航信息？,navigation,fr3_product_manual,83,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0083.png,fr3_product_manual,208,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0208.png,same_doc_far
auto_00213_bm25,auto_00213,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,85,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0085.png,kinova_gen3_user_guide,152,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0152.png,bm25_hard
auto_00213_adjacent_prev,auto_00213,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,85,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0085.png,fr3_product_manual,84,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0084.png,adjacent_prev
auto_00213_same_doc_far,auto_00213,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,85,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0085.png,fr3_product_manual,208,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0208.png,same_doc_far
auto_00214_bm25,auto_00214,Which page visually presents '10.9 Re-packing the Arm'?,哪一页展示了“10.9 Re-packing the Arm”的图示页面？,layout,fr3_product_manual,85,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0085.png,fr3_product_manual,3,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0003.png,bm25_hard
auto_00214_adjacent_prev,auto_00214,Which page visually presents '10.9 Re-packing the Arm'?,哪一页展示了“10.9 Re-packing the Arm”的图示页面？,layout,fr3_product_manual,85,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0085.png,fr3_product_manual,84,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0084.png,adjacent_prev
auto_00214_same_doc_far,auto_00214,Which page visually presents '10.9 Re-packing the Arm'?,哪一页展示了“10.9 Re-packing the Arm”的图示页面？,layout,fr3_product_manual,85,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0085.png,fr3_product_manual,208,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0208.png,same_doc_far
auto_00238_bm25,auto_00238,Which page visually presents 'Safety configuration / Watchman'?,哪一页展示了“Safety configuration / Watchman”的图示页面？,layout,fr3_product_manual,115,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0115.png,ur5e_user_manual,145,/users/xyk/robotdoc-rag/data/pages/ur5e_user_manual/page_0145.png,bm25_hard
auto_00238_adjacent_prev,auto_00238,Which page visually presents 'Safety configuration / Watchman'?,哪一页展示了“Safety configuration / Watchman”的图示页面？,layout,fr3_product_manual,115,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0115.png,fr3_product_manual,114,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0114.png,adjacent_prev
auto_00238_same_doc_far,auto_00238,Which page visually presents 'Safety configuration / Watchman'?,哪一页展示了“Safety configuration / Watchman”的图示页面？,layout,fr3_product_manual,115,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0115.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00240_bm25,auto_00240,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,fr3_product_manual,117,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0117.png,kinova_gen3_user_guide,188,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0188.png,bm25_hard
auto_00240_adjacent_prev,auto_00240,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,fr3_product_manual,117,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0117.png,fr3_product_manual,116,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0116.png,adjacent_prev
auto_00240_same_doc_far,auto_00240,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,fr3_product_manual,117,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0117.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00242_bm25,auto_00242,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,118,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0118.png,fr3_product_manual,51,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0051.png,bm25_hard
auto_00242_adjacent_prev,auto_00242,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,118,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0118.png,fr3_product_manual,117,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0117.png,adjacent_prev
auto_00242_same_doc_far,auto_00242,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,118,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0118.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00243_bm25,auto_00243,Which page discusses 'Safety configuration /Watchman'?,哪一页介绍了“Safety configuration /Watchman”相关内容？,fact,fr3_product_manual,118,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0118.png,fr3_product_manual,110,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0110.png,bm25_hard
auto_00243_adjacent_prev,auto_00243,Which page discusses 'Safety configuration /Watchman'?,哪一页介绍了“Safety configuration /Watchman”相关内容？,fact,fr3_product_manual,118,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0118.png,fr3_product_manual,117,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0117.png,adjacent_prev
auto_00243_same_doc_far,auto_00243,Which page discusses 'Safety configuration /Watchman'?,哪一页介绍了“Safety configuration /Watchman”相关内容？,fact,fr3_product_manual,118,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0118.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00250_bm25,auto_00250,Which page discusses 'Generating forces'?,哪一页介绍了“Generating forces”相关内容？,fact,fr3_product_manual,125,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0125.png,fr3_operating_manual,16,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0016.png,bm25_hard
auto_00250_adjacent_prev,auto_00250,Which page discusses 'Generating forces'?,哪一页介绍了“Generating forces”相关内容？,fact,fr3_product_manual,125,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0125.png,fr3_product_manual,124,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0124.png,adjacent_prev
auto_00250_same_doc_far,auto_00250,Which page discusses 'Generating forces'?,哪一页介绍了“Generating forces”相关内容？,fact,fr3_product_manual,125,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0125.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00253_bm25,auto_00253,Which page discusses '13.3.2 Execution'?,哪一页介绍了“13.3.2 Execution”相关内容？,fact,fr3_product_manual,130,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0130.png,fr3_product_manual,4,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0004.png,bm25_hard
auto_00253_adjacent_prev,auto_00253,Which page discusses '13.3.2 Execution'?,哪一页介绍了“13.3.2 Execution”相关内容？,fact,fr3_product_manual,130,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0130.png,fr3_product_manual,129,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0129.png,adjacent_prev
auto_00253_same_doc_far,auto_00253,Which page discusses '13.3.2 Execution'?,哪一页介绍了“13.3.2 Execution”相关内容？,fact,fr3_product_manual,130,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0130.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00254_bm25,auto_00254,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,131,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0131.png,kinova_gen3_user_guide,152,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0152.png,bm25_hard
auto_00254_adjacent_prev,auto_00254,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,131,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0131.png,fr3_product_manual,130,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0130.png,adjacent_prev
auto_00254_same_doc_far,auto_00254,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,131,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0131.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00255_bm25,auto_00255,Which page visually presents 'Dangerous and uncontrolled motions of th'?,哪一页展示了“Dangerous and uncontrolled motions of th”的图示页面？,layout,fr3_product_manual,131,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0131.png,fr3_product_manual,18,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0018.png,bm25_hard
auto_00255_adjacent_prev,auto_00255,Which page visually presents 'Dangerous and uncontrolled motions of th'?,哪一页展示了“Dangerous and uncontrolled motions of th”的图示页面？,layout,fr3_product_manual,131,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0131.png,fr3_product_manual,130,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0130.png,adjacent_prev
auto_00255_same_doc_far,auto_00255,Which page visually presents 'Dangerous and uncontrolled motions of th'?,哪一页展示了“Dangerous and uncontrolled motions of th”的图示页面？,layout,fr3_product_manual,131,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0131.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00262_bm25,auto_00262,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,143,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0143.png,kinova_gen3_user_guide,152,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0152.png,bm25_hard
auto_00262_adjacent_prev,auto_00262,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,143,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0143.png,fr3_product_manual,142,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0142.png,adjacent_prev
auto_00262_same_doc_far,auto_00262,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,143,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0143.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00263_bm25,auto_00263,Which page visually presents '13.6.1 Apps'?,哪一页展示了“13.6.1 Apps”的图示页面？,layout,fr3_product_manual,143,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0143.png,fr3_product_manual,4,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0004.png,bm25_hard
auto_00263_adjacent_prev,auto_00263,Which page visually presents '13.6.1 Apps'?,哪一页展示了“13.6.1 Apps”的图示页面？,layout,fr3_product_manual,143,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0143.png,fr3_product_manual,142,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0142.png,adjacent_prev
auto_00263_same_doc_far,auto_00263,Which page visually presents '13.6.1 Apps'?,哪一页展示了“13.6.1 Apps”的图示页面？,layout,fr3_product_manual,143,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0143.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00266_bm25,auto_00266,Which page contains the specification value 0 mm?,哪一页包含参数值 0 mm？,fact,fr3_product_manual,146,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0146.png,kinova_gen3_user_guide,147,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0147.png,bm25_hard
auto_00266_adjacent_prev,auto_00266,Which page contains the specification value 0 mm?,哪一页包含参数值 0 mm？,fact,fr3_product_manual,146,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0146.png,fr3_product_manual,145,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0145.png,adjacent_prev
auto_00266_same_doc_far,auto_00266,Which page contains the specification value 0 mm?,哪一页包含参数值 0 mm？,fact,fr3_product_manual,146,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0146.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00265_bm25,auto_00265,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,146,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0146.png,fr3_product_manual,51,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0051.png,bm25_hard
auto_00265_adjacent_prev,auto_00265,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,146,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0146.png,fr3_product_manual,145,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0145.png,adjacent_prev
auto_00265_same_doc_far,auto_00265,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,146,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0146.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00268_bm25,auto_00268,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,150,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0150.png,fr3_product_manual,51,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0051.png,bm25_hard
auto_00268_adjacent_prev,auto_00268,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,150,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0150.png,fr3_product_manual,149,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0149.png,adjacent_prev
auto_00268_same_doc_far,auto_00268,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,150,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0150.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00273_bm25,auto_00273,Which page visually presents '13.7 Franka Control Interface (FCl)'?,哪一页展示了“13.7 Franka Control Interface (FCl)”的图示页面？,layout,fr3_product_manual,153,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0153.png,fr3_product_manual,154,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0154.png,bm25_hard
auto_00273_adjacent_prev,auto_00273,Which page visually presents '13.7 Franka Control Interface (FCl)'?,哪一页展示了“13.7 Franka Control Interface (FCl)”的图示页面？,layout,fr3_product_manual,153,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0153.png,fr3_product_manual,152,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0152.png,adjacent_prev
auto_00273_same_doc_far,auto_00273,Which page visually presents '13.7 Franka Control Interface (FCl)'?,哪一页展示了“13.7 Franka Control Interface (FCl)”的图示页面？,layout,fr3_product_manual,153,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0153.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00279_bm25,auto_00279,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,168,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0168.png,fr3_product_manual,51,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0051.png,bm25_hard
auto_00279_adjacent_prev,auto_00279,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,168,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0168.png,fr3_product_manual,167,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0167.png,adjacent_prev
auto_00279_same_doc_far,auto_00279,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,168,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0168.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00280_bm25,auto_00280,Which page discusses 'MANAGING FRANKA RESEARCH 3'?,哪一页介绍了“MANAGING FRANKA RESEARCH 3”相关内容？,fact,fr3_product_manual,168,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0168.png,fr3_product_manual,164,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0164.png,bm25_hard
auto_00280_adjacent_prev,auto_00280,Which page discusses 'MANAGING FRANKA RESEARCH 3'?,哪一页介绍了“MANAGING FRANKA RESEARCH 3”相关内容？,fact,fr3_product_manual,168,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0168.png,fr3_product_manual,167,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0167.png,adjacent_prev
auto_00280_same_doc_far,auto_00280,Which page discusses 'MANAGING FRANKA RESEARCH 3'?,哪一页介绍了“MANAGING FRANKA RESEARCH 3”相关内容？,fact,fr3_product_manual,168,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0168.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00282_bm25,auto_00282,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,fr3_product_manual,170,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0170.png,kinova_gen3_user_guide,188,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0188.png,bm25_hard
auto_00282_adjacent_prev,auto_00282,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,fr3_product_manual,170,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0170.png,fr3_product_manual,169,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0169.png,adjacent_prev
auto_00282_same_doc_far,auto_00282,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,fr3_product_manual,170,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0170.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00284_bm25,auto_00284,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,172,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0172.png,fr3_product_manual,51,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0051.png,bm25_hard
auto_00284_adjacent_prev,auto_00284,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,172,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0172.png,fr3_product_manual,171,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0171.png,adjacent_prev
auto_00284_same_doc_far,auto_00284,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,fr3_product_manual,172,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0172.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00285_bm25,auto_00285,Which page discusses 'SERVICE AND SUPPORT'?,哪一页介绍了“SERVICE AND SUPPORT”相关内容？,fact,fr3_product_manual,172,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0172.png,fr3_operating_manual,107,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0107.png,bm25_hard
auto_00285_adjacent_prev,auto_00285,Which page discusses 'SERVICE AND SUPPORT'?,哪一页介绍了“SERVICE AND SUPPORT”相关内容？,fact,fr3_product_manual,172,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0172.png,fr3_product_manual,171,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0171.png,adjacent_prev
auto_00285_same_doc_far,auto_00285,Which page discusses 'SERVICE AND SUPPORT'?,哪一页介绍了“SERVICE AND SUPPORT”相关内容？,fact,fr3_product_manual,172,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0172.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00292_bm25,auto_00292,Which page contains the specification value 42 ms?,哪一页包含参数值 42 ms？,fact,fr3_product_manual,196,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0196.png,kinova_gen3_user_guide,147,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0147.png,bm25_hard
auto_00292_adjacent_prev,auto_00292,Which page contains the specification value 42 ms?,哪一页包含参数值 42 ms？,fact,fr3_product_manual,196,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0196.png,fr3_product_manual,195,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0195.png,adjacent_prev
auto_00292_same_doc_far,auto_00292,Which page contains the specification value 42 ms?,哪一页包含参数值 42 ms？,fact,fr3_product_manual,196,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0196.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00295_bm25,auto_00295,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,199,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0199.png,kinova_gen3_user_guide,152,/users/xyk/robotdoc-rag/data/pages/kinova_gen3_user_guide/page_0152.png,bm25_hard
auto_00295_adjacent_prev,auto_00295,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,199,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0199.png,fr3_product_manual,198,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0198.png,adjacent_prev
auto_00295_same_doc_far,auto_00295,Which page shows the workspace diagram?,哪一页是工作空间示意图页面？,layout,fr3_product_manual,199,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0199.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
auto_00296_bm25,auto_00296,Which page visually presents 'GLOSSARY'?,哪一页展示了“GLOSSARY”的图示页面？,layout,fr3_product_manual,199,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0199.png,fr3_product_manual,201,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0201.png,bm25_hard
auto_00296_adjacent_prev,auto_00296,Which page visually presents 'GLOSSARY'?,哪一页展示了“GLOSSARY”的图示页面？,layout,fr3_product_manual,199,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0199.png,fr3_product_manual,198,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0198.png,adjacent_prev
auto_00296_same_doc_far,auto_00296,Which page visually presents 'GLOSSARY'?,哪一页展示了“GLOSSARY”的图示页面？,layout,fr3_product_manual,199,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0199.png,fr3_product_manual,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png,same_doc_far
